,Collection Date,Complete Genome,Country,Flu Season,Host Species,Protein Name,Segment,Segment Length,Sequence Accession,State/Province,Strain Name,Subtype
11,2008-10-26,Yes,USA,08-09,American Black Duck,PB1,2,2316,A/American_black_duck/Illinois/08OS2688/2008|PB1,Illinois,A/American_black_duck/Illinois/08OS2688/2008,H5N2
12,2008-10-26,Yes,USA,08-09,American Black Duck,M,7,1002,A/American_black_duck/Illinois/08OS2688/2008|M,Illinois,A/American_black_duck/Illinois/08OS2688/2008,H5N2
13,2008-10-26,Yes,USA,08-09,American Black Duck,PA,3,2208,A/American_black_duck/Illinois/08OS2688/2008|PA,Illinois,A/American_black_duck/Illinois/08OS2688/2008,H5N2
14,2008-10-26,Yes,USA,08-09,American Black Duck,NP,5,1540,A/American_black_duck/Illinois/08OS2688/2008|NP,Illinois,A/American_black_duck/Illinois/08OS2688/2008,H5N2
15,2008-10-26,Yes,USA,08-09,American Black Duck,HA,4,1742,A/American_black_duck/Illinois/08OS2688/2008|HA,Illinois,A/American_black_duck/Illinois/08OS2688/2008,H5N2
16,2009-11-29,Yes,USA,09-10,American Black Duck,HA,4,1719,A/American_black_duck/Illinois/4119/2009|HA,Illinois,A/American_black_duck/Illinois/4119/2009,H8N4
17,2009-11-29,Yes,USA,09-10,American Black Duck,PB1,2,2316,A/American_black_duck/Illinois/4119/2009|PB1,Illinois,A/American_black_duck/Illinois/4119/2009,H8N4
18,2009-11-29,Yes,USA,09-10,American Black Duck,M,7,990,A/American_black_duck/Illinois/4119/2009|M,Illinois,A/American_black_duck/Illinois/4119/2009,H8N4
19,2009-11-29,Yes,USA,09-10,American Black Duck,PB2,1,2316,A/American_black_duck/Illinois/4119/2009|PB2,Illinois,A/American_black_duck/Illinois/4119/2009,H8N4
20,2009-11-29,Yes,USA,09-10,American Black Duck,NP,5,1541,A/American_black_duck/Illinois/4119/2009|NP,Illinois,A/American_black_duck/Illinois/4119/2009,H8N4
21,2009-11-29,Yes,USA,09-10,American Black Duck,NA,6,1437,A/American_black_duck/Illinois/4119/2009|NA,Illinois,A/American_black_duck/Illinois/4119/2009,H8N4
22,2009-11-29,Yes,USA,09-10,American Black Duck,PA,3,2201,A/American_black_duck/Illinois/4119/2009|PA,Illinois,A/American_black_duck/Illinois/4119/2009,H8N4
23,2009-11-29,Yes,USA,09-10,American Black Duck,NS,8,865,A/American_black_duck/Illinois/4119/2009|NS,Illinois,A/American_black_duck/Illinois/4119/2009,H8N4
24,2008-01-01,Yes,USA,-N/A-,American Black Duck,PB2,1,2280,A/American_black_duck/Maine/44411/532/2008|PB2,Maine,A/American_black_duck/Maine/44411/532/2008,H3N8
25,2008-01-01,Yes,USA,-N/A-,American Black Duck,NP,5,1497,A/American_black_duck/Maine/44411/532/2008|NP,Maine,A/American_black_duck/Maine/44411/532/2008,H3N8
26,2008-01-01,Yes,USA,-N/A-,American Black Duck,PB1,2,2274,A/American_black_duck/Maine/44411/532/2008|PB1,Maine,A/American_black_duck/Maine/44411/532/2008,H3N8
27,2008-01-01,Yes,USA,-N/A-,American Black Duck,HA,4,1701,A/American_black_duck/Maine/44411/532/2008|HA,Maine,A/American_black_duck/Maine/44411/532/2008,H3N8
28,2008-01-01,Yes,USA,-N/A-,American Black Duck,NA,6,1413,A/American_black_duck/Maine/44411/532/2008|NA,Maine,A/American_black_duck/Maine/44411/532/2008,H3N8
29,2008-01-01,Yes,USA,-N/A-,American Black Duck,M,7,982,A/American_black_duck/Maine/44411/532/2008|M,Maine,A/American_black_duck/Maine/44411/532/2008,H3N8
30,2008-01-01,Yes,USA,-N/A-,American Black Duck,PA,3,2151,A/American_black_duck/Maine/44411/532/2008|PA,Maine,A/American_black_duck/Maine/44411/532/2008,H3N8
31,2008-01-01,Yes,USA,-N/A-,American Black Duck,NS,8,838,A/American_black_duck/Maine/44411/532/2008|NS,Maine,A/American_black_duck/Maine/44411/532/2008,H3N8
32,2007-12-29,Yes,USA,07-08,American Black Duck,NP,5,1540,A/American_black_duck/Maryland/07OS2482/2007|NP,Maryland,A/American_black_duck/Maryland/07OS2482/2007,H6N8
33,2007-12-29,Yes,USA,07-08,American Black Duck,M,7,1002,A/American_black_duck/Maryland/07OS2482/2007|M,Maryland,A/American_black_duck/Maryland/07OS2482/2007,H6N8
34,2007-12-29,Yes,USA,07-08,American Black Duck,HA,4,1719,A/American_black_duck/Maryland/07OS2482/2007|HA,Maryland,A/American_black_duck/Maryland/07OS2482/2007,H6N8
35,2007-12-29,Yes,USA,07-08,American Black Duck,NA,6,1435,A/American_black_duck/Maryland/07OS2482/2007|NA,Maryland,A/American_black_duck/Maryland/07OS2482/2007,H6N8
36,2007-12-29,Yes,USA,07-08,American Black Duck,PB1,2,2316,A/American_black_duck/Maryland/07OS2482/2007|PB1,Maryland,A/American_black_duck/Maryland/07OS2482/2007,H6N8
37,2007-12-29,Yes,USA,07-08,American Black Duck,NS,8,865,A/American_black_duck/Maryland/07OS2482/2007|NS,Maryland,A/American_black_duck/Maryland/07OS2482/2007,H6N8
38,2007-12-29,Yes,USA,07-08,American Black Duck,PA,3,2208,A/American_black_duck/Maryland/07OS2482/2007|PA,Maryland,A/American_black_duck/Maryland/07OS2482/2007,H6N8
39,2007-12-29,Yes,USA,07-08,American Black Duck,PB2,1,2316,A/American_black_duck/Maryland/07OS2482/2007|PB2,Maryland,A/American_black_duck/Maryland/07OS2482/2007,H6N8
40,2008-11-25,Yes,USA,08-09,American Black Duck,NP,5,1540,A/American_black_duck/Maryland/08OS1725/2008|NP,Maryland,A/American_black_duck/Maryland/08OS1725/2008,H8N4
41,2008-11-25,Yes,USA,08-09,American Black Duck,HA,4,1719,A/American_black_duck/Maryland/08OS1725/2008|HA,Maryland,A/American_black_duck/Maryland/08OS1725/2008,H8N4
42,2008-11-25,Yes,USA,08-09,American Black Duck,M,7,1002,A/American_black_duck/Maryland/08OS1725/2008|M,Maryland,A/American_black_duck/Maryland/08OS1725/2008,H8N4
43,2008-11-25,Yes,USA,08-09,American Black Duck,NS,8,865,A/American_black_duck/Maryland/08OS1725/2008|NS,Maryland,A/American_black_duck/Maryland/08OS1725/2008,H8N4
44,2008-11-25,Yes,USA,08-09,American Black Duck,PB2,1,2316,A/American_black_duck/Maryland/08OS1725/2008|PB2,Maryland,A/American_black_duck/Maryland/08OS1725/2008,H8N4
45,2008-11-25,Yes,USA,08-09,American Black Duck,PB1,2,2316,A/American_black_duck/Maryland/08OS1725/2008|PB1,Maryland,A/American_black_duck/Maryland/08OS1725/2008,H8N4
46,2008-11-25,Yes,USA,08-09,American Black Duck,NA,6,1437,A/American_black_duck/Maryland/08OS1725/2008|NA,Maryland,A/American_black_duck/Maryland/08OS1725/2008,H8N4
47,2008-11-25,Yes,USA,08-09,American Black Duck,PA,3,2208,A/American_black_duck/Maryland/08OS1725/2008|PA,Maryland,A/American_black_duck/Maryland/08OS1725/2008,H8N4
48,2007-01-01,Yes,Canada,-N/A-,American Black Duck,PB2,1,2341,A/American_black_duck/NB/2538/2007|PB2,-N/A-,A/American_black_duck/NB/2538/2007,H7N3
49,2007-01-01,Yes,Canada,-N/A-,American Black Duck,NP,5,1562,A/American_black_duck/NB/2538/2007|NP,-N/A-,A/American_black_duck/NB/2538/2007,H7N3
50,2007-01-01,Yes,Canada,-N/A-,American Black Duck,NS,8,890,A/American_black_duck/NB/2538/2007|NS,-N/A-,A/American_black_duck/NB/2538/2007,H7N3
51,2007-01-01,Yes,Canada,-N/A-,American Black Duck,HA,4,1730,A/American_black_duck/NB/2538/2007|HA,-N/A-,A/American_black_duck/NB/2538/2007,H7N3
52,2007-01-01,Yes,Canada,-N/A-,American Black Duck,NA,6,1453,A/American_black_duck/NB/2538/2007|NA,-N/A-,A/American_black_duck/NB/2538/2007,H7N3
53,2007-01-01,Yes,Canada,-N/A-,American Black Duck,PB1,2,2341,A/American_black_duck/NB/2538/2007|PB1,-N/A-,A/American_black_duck/NB/2538/2007,H7N3
54,2007-01-01,Yes,Canada,-N/A-,American Black Duck,PA,3,2233,A/American_black_duck/NB/2538/2007|PA,-N/A-,A/American_black_duck/NB/2538/2007,H7N3
55,2007-01-01,Yes,Canada,-N/A-,American Black Duck,M,7,1027,A/American_black_duck/NB/2538/2007|M,-N/A-,A/American_black_duck/NB/2538/2007,H7N3
56,2010-08-08,Yes,Canada,-N/A-,American Black Duck,NS,8,865,A/American_black_duck/New_Brunswick/00321/2010|NS,-N/A-,A/American_black_duck/New_Brunswick/00321/2010,H1N1
57,2010-08-08,Yes,Canada,-N/A-,American Black Duck,NP,5,1531,A/American_black_duck/New_Brunswick/00321/2010|NP,-N/A-,A/American_black_duck/New_Brunswick/00321/2010,H1N1
58,2010-08-08,Yes,Canada,-N/A-,American Black Duck,PA,3,2195,A/American_black_duck/New_Brunswick/00321/2010|PA,-N/A-,A/American_black_duck/New_Brunswick/00321/2010,H1N1
59,2010-08-08,Yes,Canada,-N/A-,American Black Duck,M,7,1002,A/American_black_duck/New_Brunswick/00321/2010|M,-N/A-,A/American_black_duck/New_Brunswick/00321/2010,H1N1
60,2010-08-08,Yes,Canada,-N/A-,American Black Duck,PB1,2,2311,A/American_black_duck/New_Brunswick/00321/2010|PB1,-N/A-,A/American_black_duck/New_Brunswick/00321/2010,H1N1
61,2010-08-08,Yes,Canada,-N/A-,American Black Duck,PB2,1,2307,A/American_black_duck/New_Brunswick/00321/2010|PB2,-N/A-,A/American_black_duck/New_Brunswick/00321/2010,H1N1
62,2010-08-08,Yes,Canada,-N/A-,American Black Duck,HA,4,1746,A/American_black_duck/New_Brunswick/00321/2010|HA,-N/A-,A/American_black_duck/New_Brunswick/00321/2010,H1N1
63,2010-08-08,Yes,Canada,-N/A-,American Black Duck,NA,6,1422,A/American_black_duck/New_Brunswick/00321/2010|NA,-N/A-,A/American_black_duck/New_Brunswick/00321/2010,H1N1
64,2010-08-08,Yes,Canada,-N/A-,American Black Duck,NA,6,1424,A/American_black_duck/New_Brunswick/00322/2010|NA,-N/A-,A/American_black_duck/New_Brunswick/00322/2010,H3N8
65,2010-08-08,Yes,Canada,-N/A-,American Black Duck,PB2,1,2307,A/American_black_duck/New_Brunswick/00322/2010|PB2,-N/A-,A/American_black_duck/New_Brunswick/00322/2010,H3N8
66,2010-08-08,Yes,Canada,-N/A-,American Black Duck,PA,3,2208,A/American_black_duck/New_Brunswick/00322/2010|PA,-N/A-,A/American_black_duck/New_Brunswick/00322/2010,H3N8
67,2010-08-08,Yes,Canada,-N/A-,American Black Duck,PB1,2,2316,A/American_black_duck/New_Brunswick/00322/2010|PB1,-N/A-,A/American_black_duck/New_Brunswick/00322/2010,H3N8
68,2010-08-08,Yes,Canada,-N/A-,American Black Duck,HA,4,1740,A/American_black_duck/New_Brunswick/00322/2010|HA,-N/A-,A/American_black_duck/New_Brunswick/00322/2010,H3N8
69,2010-08-08,Yes,Canada,-N/A-,American Black Duck,NS,8,853,A/American_black_duck/New_Brunswick/00322/2010|NS,-N/A-,A/American_black_duck/New_Brunswick/00322/2010,H3N8
70,2010-08-08,Yes,Canada,-N/A-,American Black Duck,NP,5,1540,A/American_black_duck/New_Brunswick/00322/2010|NP,-N/A-,A/American_black_duck/New_Brunswick/00322/2010,H3N8
71,2010-08-08,Yes,Canada,-N/A-,American Black Duck,M,7,1002,A/American_black_duck/New_Brunswick/00322/2010|M,-N/A-,A/American_black_duck/New_Brunswick/00322/2010,H3N8
72,2010-08-08,Yes,Canada,-N/A-,American Black Duck,NS,8,865,A/American_black_duck/New_Brunswick/00326/2010|NS,-N/A-,A/American_black_duck/New_Brunswick/00326/2010,H1N1
73,2010-08-08,Yes,Canada,-N/A-,American Black Duck,M,7,1002,A/American_black_duck/New_Brunswick/00326/2010|M,-N/A-,A/American_black_duck/New_Brunswick/00326/2010,H1N1
74,2010-08-08,Yes,Canada,-N/A-,American Black Duck,HA,4,1746,A/American_black_duck/New_Brunswick/00326/2010|HA,-N/A-,A/American_black_duck/New_Brunswick/00326/2010,H1N1
75,2010-08-08,Yes,Canada,-N/A-,American Black Duck,PA,3,2201,A/American_black_duck/New_Brunswick/00326/2010|PA,-N/A-,A/American_black_duck/New_Brunswick/00326/2010,H1N1
76,2010-08-08,Yes,Canada,-N/A-,American Black Duck,PB1,2,2316,A/American_black_duck/New_Brunswick/00326/2010|PB1,-N/A-,A/American_black_duck/New_Brunswick/00326/2010,H1N1
77,2010-08-08,Yes,Canada,-N/A-,American Black Duck,NP,5,1531,A/American_black_duck/New_Brunswick/00326/2010|NP,-N/A-,A/American_black_duck/New_Brunswick/00326/2010,H1N1
78,2010-08-08,Yes,Canada,-N/A-,American Black Duck,PB2,1,2316,A/American_black_duck/New_Brunswick/00326/2010|PB2,-N/A-,A/American_black_duck/New_Brunswick/00326/2010,H1N1
79,2010-08-08,Yes,Canada,-N/A-,American Black Duck,NA,6,1422,A/American_black_duck/New_Brunswick/00326/2010|NA,-N/A-,A/American_black_duck/New_Brunswick/00326/2010,H1N1
80,2010-08-08,Yes,Canada,-N/A-,American Black Duck,NS,8,853,A/American_black_duck/New_Brunswick/00328/2010|NS,-N/A-,A/American_black_duck/New_Brunswick/00328/2010,H1N1
81,2010-08-08,Yes,Canada,-N/A-,American Black Duck,M,7,1002,A/American_black_duck/New_Brunswick/00328/2010|M,-N/A-,A/American_black_duck/New_Brunswick/00328/2010,H1N1
82,2010-08-08,Yes,Canada,-N/A-,American Black Duck,HA,4,1746,A/American_black_duck/New_Brunswick/00328/2010|HA,-N/A-,A/American_black_duck/New_Brunswick/00328/2010,H1N1
83,2010-08-08,Yes,Canada,-N/A-,American Black Duck,PB2,1,2316,A/American_black_duck/New_Brunswick/00328/2010|PB2,-N/A-,A/American_black_duck/New_Brunswick/00328/2010,H1N1
84,2010-08-08,Yes,Canada,-N/A-,American Black Duck,PA,3,2201,A/American_black_duck/New_Brunswick/00328/2010|PA,-N/A-,A/American_black_duck/New_Brunswick/00328/2010,H1N1
85,2010-08-08,Yes,Canada,-N/A-,American Black Duck,NP,5,1534,A/American_black_duck/New_Brunswick/00328/2010|NP,-N/A-,A/American_black_duck/New_Brunswick/00328/2010,H1N1
86,2010-08-08,Yes,Canada,-N/A-,American Black Duck,PB1,2,2311,A/American_black_duck/New_Brunswick/00328/2010|PB1,-N/A-,A/American_black_duck/New_Brunswick/00328/2010,H1N1
87,2010-08-08,Yes,Canada,-N/A-,American Black Duck,NA,6,1422,A/American_black_duck/New_Brunswick/00328/2010|NA,-N/A-,A/American_black_duck/New_Brunswick/00328/2010,H1N1
88,2010-08-08,Yes,Canada,-N/A-,American Black Duck,NS,8,865,A/American_black_duck/New_Brunswick/00344/2010|NS,-N/A-,A/American_black_duck/New_Brunswick/00344/2010,H7N7
89,2010-08-08,Yes,Canada,-N/A-,American Black Duck,NP,5,1530,A/American_black_duck/New_Brunswick/00344/2010|NP,-N/A-,A/American_black_duck/New_Brunswick/00344/2010,H7N7
90,2010-08-08,Yes,Canada,-N/A-,American Black Duck,PB2,1,2316,A/American_black_duck/New_Brunswick/00344/2010|PB2,-N/A-,A/American_black_duck/New_Brunswick/00344/2010,H7N7
91,2010-08-08,Yes,Canada,-N/A-,American Black Duck,M,7,1002,A/American_black_duck/New_Brunswick/00344/2010|M,-N/A-,A/American_black_duck/New_Brunswick/00344/2010,H7N7
92,2010-08-08,Yes,Canada,-N/A-,American Black Duck,HA,4,1706,A/American_black_duck/New_Brunswick/00344/2010|HA,-N/A-,A/American_black_duck/New_Brunswick/00344/2010,H7N7
93,2010-08-08,Yes,Canada,-N/A-,American Black Duck,NA,6,1433,A/American_black_duck/New_Brunswick/00344/2010|NA,-N/A-,A/American_black_duck/New_Brunswick/00344/2010,H7N7
94,2010-08-08,Yes,Canada,-N/A-,American Black Duck,PA,3,2201,A/American_black_duck/New_Brunswick/00344/2010|PA,-N/A-,A/American_black_duck/New_Brunswick/00344/2010,H7N7
95,2010-08-08,Yes,Canada,-N/A-,American Black Duck,PB1,2,2316,A/American_black_duck/New_Brunswick/00344/2010|PB1,-N/A-,A/American_black_duck/New_Brunswick/00344/2010,H7N7
96,2010-08-09,Yes,Canada,-N/A-,American Black Duck,M,7,1002,A/American_black_duck/New_Brunswick/00385/2010|M,-N/A-,A/American_black_duck/New_Brunswick/00385/2010,H1N1
97,2010-08-09,Yes,Canada,-N/A-,American Black Duck,PA,3,2195,A/American_black_duck/New_Brunswick/00385/2010|PA,-N/A-,A/American_black_duck/New_Brunswick/00385/2010,H1N1
98,2010-08-09,Yes,Canada,-N/A-,American Black Duck,PB1,2,2316,A/American_black_duck/New_Brunswick/00385/2010|PB1,-N/A-,A/American_black_duck/New_Brunswick/00385/2010,H1N1
99,2010-08-09,Yes,Canada,-N/A-,American Black Duck,PB2,1,2307,A/American_black_duck/New_Brunswick/00385/2010|PB2,-N/A-,A/American_black_duck/New_Brunswick/00385/2010,H1N1
100,2010-08-09,Yes,Canada,-N/A-,American Black Duck,NA,6,1422,A/American_black_duck/New_Brunswick/00385/2010|NA,-N/A-,A/American_black_duck/New_Brunswick/00385/2010,H1N1
101,2010-08-09,Yes,Canada,-N/A-,American Black Duck,NS,8,865,A/American_black_duck/New_Brunswick/00385/2010|NS,-N/A-,A/American_black_duck/New_Brunswick/00385/2010,H1N1
102,2010-08-09,Yes,Canada,-N/A-,American Black Duck,NP,5,1534,A/American_black_duck/New_Brunswick/00385/2010|NP,-N/A-,A/American_black_duck/New_Brunswick/00385/2010,H1N1
103,2010-08-09,Yes,Canada,-N/A-,American Black Duck,HA,4,1746,A/American_black_duck/New_Brunswick/00385/2010|HA,-N/A-,A/American_black_duck/New_Brunswick/00385/2010,H1N1
104,2010-08-10,Yes,Canada,-N/A-,American Black Duck,PA,3,2208,A/American_black_duck/New_Brunswick/00410/2010|PA,-N/A-,A/American_black_duck/New_Brunswick/00410/2010,H1N1
105,2010-08-10,Yes,Canada,-N/A-,American Black Duck,PB1,2,2316,A/American_black_duck/New_Brunswick/00410/2010|PB1,-N/A-,A/American_black_duck/New_Brunswick/00410/2010,H1N1
106,2010-08-10,Yes,Canada,-N/A-,American Black Duck,HA,4,1746,A/American_black_duck/New_Brunswick/00410/2010|HA,-N/A-,A/American_black_duck/New_Brunswick/00410/2010,H1N1
107,2010-08-10,Yes,Canada,-N/A-,American Black Duck,NS,8,865,A/American_black_duck/New_Brunswick/00410/2010|NS,-N/A-,A/American_black_duck/New_Brunswick/00410/2010,H1N1
108,2010-08-10,Yes,Canada,-N/A-,American Black Duck,PB2,1,2316,A/American_black_duck/New_Brunswick/00410/2010|PB2,-N/A-,A/American_black_duck/New_Brunswick/00410/2010,H1N1
109,2010-08-10,Yes,Canada,-N/A-,American Black Duck,M,7,1002,A/American_black_duck/New_Brunswick/00410/2010|M,-N/A-,A/American_black_duck/New_Brunswick/00410/2010,H1N1
110,2010-08-10,Yes,Canada,-N/A-,American Black Duck,NP,5,1531,A/American_black_duck/New_Brunswick/00410/2010|NP,-N/A-,A/American_black_duck/New_Brunswick/00410/2010,H1N1
111,2010-08-10,Yes,Canada,-N/A-,American Black Duck,NA,6,1413,A/American_black_duck/New_Brunswick/00410/2010|NA,-N/A-,A/American_black_duck/New_Brunswick/00410/2010,H1N1
112,2010-08-10,Yes,Canada,-N/A-,American Black Duck,PB1,2,2316,A/American_black_duck/New_Brunswick/00424/2010|PB1,-N/A-,A/American_black_duck/New_Brunswick/00424/2010,H3N8
113,2010-08-10,Yes,Canada,-N/A-,American Black Duck,PA,3,2208,A/American_black_duck/New_Brunswick/00424/2010|PA,-N/A-,A/American_black_duck/New_Brunswick/00424/2010,H3N8
114,2010-08-10,Yes,Canada,-N/A-,American Black Duck,NP,5,1536,A/American_black_duck/New_Brunswick/00424/2010|NP,-N/A-,A/American_black_duck/New_Brunswick/00424/2010,H3N8
115,2010-08-10,Yes,Canada,-N/A-,American Black Duck,HA,4,1740,A/American_black_duck/New_Brunswick/00424/2010|HA,-N/A-,A/American_black_duck/New_Brunswick/00424/2010,H3N8
116,2010-08-10,Yes,Canada,-N/A-,American Black Duck,PB2,1,2307,A/American_black_duck/New_Brunswick/00424/2010|PB2,-N/A-,A/American_black_duck/New_Brunswick/00424/2010,H3N8
117,2010-08-10,Yes,Canada,-N/A-,American Black Duck,NA,6,1424,A/American_black_duck/New_Brunswick/00424/2010|NA,-N/A-,A/American_black_duck/New_Brunswick/00424/2010,H3N8
118,2010-08-10,Yes,Canada,-N/A-,American Black Duck,NS,8,865,A/American_black_duck/New_Brunswick/00424/2010|NS,-N/A-,A/American_black_duck/New_Brunswick/00424/2010,H3N8
119,2010-08-10,Yes,Canada,-N/A-,American Black Duck,M,7,1002,A/American_black_duck/New_Brunswick/00424/2010|M,-N/A-,A/American_black_duck/New_Brunswick/00424/2010,H3N8
120,2010-08-10,Yes,Canada,-N/A-,American Black Duck,PB1,2,2316,A/American_black_duck/New_Brunswick/00425/2010|PB1,-N/A-,A/American_black_duck/New_Brunswick/00425/2010,H3N8
121,2010-08-10,Yes,Canada,-N/A-,American Black Duck,NP,5,1540,A/American_black_duck/New_Brunswick/00425/2010|NP,-N/A-,A/American_black_duck/New_Brunswick/00425/2010,H3N8
122,2010-08-10,Yes,Canada,-N/A-,American Black Duck,NS,8,865,A/American_black_duck/New_Brunswick/00425/2010|NS,-N/A-,A/American_black_duck/New_Brunswick/00425/2010,H3N8
123,2010-08-10,Yes,Canada,-N/A-,American Black Duck,PA,3,2201,A/American_black_duck/New_Brunswick/00425/2010|PA,-N/A-,A/American_black_duck/New_Brunswick/00425/2010,H3N8
124,2010-08-10,Yes,Canada,-N/A-,American Black Duck,M,7,1002,A/American_black_duck/New_Brunswick/00425/2010|M,-N/A-,A/American_black_duck/New_Brunswick/00425/2010,H3N8
125,2010-08-10,Yes,Canada,-N/A-,American Black Duck,HA,4,1740,A/American_black_duck/New_Brunswick/00425/2010|HA,-N/A-,A/American_black_duck/New_Brunswick/00425/2010,H3N8
126,2010-08-10,Yes,Canada,-N/A-,American Black Duck,NA,6,1424,A/American_black_duck/New_Brunswick/00425/2010|NA,-N/A-,A/American_black_duck/New_Brunswick/00425/2010,H3N8
127,2010-08-10,Yes,Canada,-N/A-,American Black Duck,PB2,1,2307,A/American_black_duck/New_Brunswick/00425/2010|PB2,-N/A-,A/American_black_duck/New_Brunswick/00425/2010,H3N8
128,2010-08-11,Yes,Canada,-N/A-,American Black Duck,PB2,1,2307,A/American_black_duck/New_Brunswick/00454/2010|PB2,-N/A-,A/American_black_duck/New_Brunswick/00454/2010,H3N8
129,2010-08-11,Yes,Canada,-N/A-,American Black Duck,M,7,991,A/American_black_duck/New_Brunswick/00454/2010|M,-N/A-,A/American_black_duck/New_Brunswick/00454/2010,H3N8
130,2010-08-11,Yes,Canada,-N/A-,American Black Duck,NS,8,853,A/American_black_duck/New_Brunswick/00454/2010|NS,-N/A-,A/American_black_duck/New_Brunswick/00454/2010,H3N8
131,2010-08-11,Yes,Canada,-N/A-,American Black Duck,HA,4,1740,A/American_black_duck/New_Brunswick/00454/2010|HA,-N/A-,A/American_black_duck/New_Brunswick/00454/2010,H3N8
132,2010-08-11,Yes,Canada,-N/A-,American Black Duck,PB1,2,2316,A/American_black_duck/New_Brunswick/00454/2010|PB1,-N/A-,A/American_black_duck/New_Brunswick/00454/2010,H3N8
133,2010-08-11,Yes,Canada,-N/A-,American Black Duck,PA,3,2201,A/American_black_duck/New_Brunswick/00454/2010|PA,-N/A-,A/American_black_duck/New_Brunswick/00454/2010,H3N8
134,2010-08-11,Yes,Canada,-N/A-,American Black Duck,NA,6,1424,A/American_black_duck/New_Brunswick/00454/2010|NA,-N/A-,A/American_black_duck/New_Brunswick/00454/2010,H3N8
135,2010-08-11,Yes,Canada,-N/A-,American Black Duck,NP,5,1536,A/American_black_duck/New_Brunswick/00454/2010|NP,-N/A-,A/American_black_duck/New_Brunswick/00454/2010,H3N8
136,2010-08-12,Yes,Canada,-N/A-,American Black Duck,HA,4,1713,A/American_black_duck/New_Brunswick/00464/2010|HA,-N/A-,A/American_black_duck/New_Brunswick/00464/2010,H4N6
137,2010-08-12,Yes,Canada,-N/A-,American Black Duck,PB2,1,2316,A/American_black_duck/New_Brunswick/00464/2010|PB2,-N/A-,A/American_black_duck/New_Brunswick/00464/2010,H4N6
138,2010-08-12,Yes,Canada,-N/A-,American Black Duck,M,7,1002,A/American_black_duck/New_Brunswick/00464/2010|M,-N/A-,A/American_black_duck/New_Brunswick/00464/2010,H4N6
139,2010-08-12,Yes,Canada,-N/A-,American Black Duck,PA,3,2208,A/American_black_duck/New_Brunswick/00464/2010|PA,-N/A-,A/American_black_duck/New_Brunswick/00464/2010,H4N6
140,2010-08-12,Yes,Canada,-N/A-,American Black Duck,PB1,2,2315,A/American_black_duck/New_Brunswick/00464/2010|PB1,-N/A-,A/American_black_duck/New_Brunswick/00464/2010,H4N6
141,2010-08-12,Yes,Canada,-N/A-,American Black Duck,NS,8,853,A/American_black_duck/New_Brunswick/00464/2010|NS,-N/A-,A/American_black_duck/New_Brunswick/00464/2010,H4N6
142,2010-08-12,Yes,Canada,-N/A-,American Black Duck,NP,5,1536,A/American_black_duck/New_Brunswick/00464/2010|NP,-N/A-,A/American_black_duck/New_Brunswick/00464/2010,H4N6
143,2010-08-12,Yes,Canada,-N/A-,American Black Duck,NA,6,1439,A/American_black_duck/New_Brunswick/00464/2010|NA,-N/A-,A/American_black_duck/New_Brunswick/00464/2010,H4N6
